id,ans
1,0
2,0
3,3
4,2
5,1
6,4
7,0
8,1
9,0
10,4
11,3
12,3
13,4
14,0
15,0
16,1
17,0
18,4
19,3
20,4
21,0
22,5
23,3
24,0
25,3
26,1
27,4
28,5
29,4
30,1
31,4
32,2
33,5
34,4
35,4
36,1
37,5
38,1
39,1
40,1
41,3
42,4
43,3
44,0
45,2
46,5
47,1
48,2
49,0
50,5
51,4
52,2
53,5
54,1
55,4
56,3
57,5
58,4
59,5
60,4
61,5
62,2
63,4
64,0
65,5
66,4
67,0
68,5
69,1
70,3
71,4
72,2
73,0
74,1
75,2
76,5
77,3
78,4
79,1
80,0
81,4
82,2
83,2
84,5
85,3
86,2
87,5
88,1
89,0
90,0
91,5
92,1
93,4
94,5
95,3
96,5
97,4
98,5
99,4
100,0
101,1
102,2
103,0
104,0
105,2
106,2
107,1
108,2
109,2
110,4
111,4
112,1
113,4
114,0
115,5
116,3
117,1
118,0
119,4
120,4
121,2
122,2
123,0
124,2
125,1
126,4
127,3
128,2
129,3
130,3
131,1
132,2
133,2
134,4
135,3
136,0
137,0
138,5
139,3
140,2
141,2
142,5
143,0
144,0
145,3
146,4
147,0
148,4
149,1
150,5
151,1
152,0
153,5
154,3
155,1
156,1
157,5
158,0
159,5
160,2
161,2
162,5
163,1
164,5
165,5
166,3
167,0
168,3
169,4
170,3
171,1
172,1
173,4
174,1
175,0
176,0
177,3
178,4
179,1
180,5
181,0
182,5
183,2
184,2
185,5
186,4
187,3
188,3
189,5
190,1
191,4
192,2
193,1
194,0
195,1
196,5
197,4
198,4
199,2
200,4
201,3
202,4
203,0
204,0
205,5
206,1
207,3
208,0
209,1
210,5
211,3
212,2
213,3
214,1
215,3
216,1
217,1
218,1
219,5
220,1
221,3
222,0
223,4
224,3
225,2
226,2
227,1
228,0
229,5
230,1
231,0
232,5
233,0
234,4
235,5
236,4
237,3
238,5
239,5
240,0
241,2
242,1
243,4
244,0
245,1
246,5
247,5
248,3
249,1
250,5
251,3
252,0
253,4
254,3
255,4
256,2
257,5
258,5
259,1
260,4
261,1
262,0
263,3
264,1
265,4
266,3
267,3
268,4
269,0
270,1
271,0
272,2
273,0
274,1
275,4
276,2
277,3
278,2
279,1
280,2
281,2
282,3
283,2
284,4
285,4
286,1
287,2
288,4
289,3
290,0
291,2
292,5
293,0
294,1
295,1
296,2
297,4
298,4
299,0
300,0
301,3
302,2
303,0
304,0
305,5
306,5
307,3
308,2
309,5
310,5
311,3
312,5
313,4
314,5
315,5
316,5
317,5
318,1
319,1
320,0
321,4
322,5
323,1
324,3
325,3
326,1
327,3
328,2
329,4
330,4
331,4
332,3
333,1
334,1
335,5
336,2
337,5
338,3
339,2
340,5
341,3
342,5
343,1
344,0
345,3
346,3
347,0
348,3
349,0
350,3
351,1
352,3
353,1
354,1
355,3
356,2
357,0
358,5
359,4
360,0
361,3
362,1
363,1
364,4
365,3
366,1
367,4
368,0
369,2
370,3
371,0
372,5
373,4
374,4
375,1
376,2
377,2
378,0
379,2
380,4
381,3
382,1
383,0
384,3
385,3
386,4
387,0
388,1
389,2
390,3
391,4
392,3
393,5
394,1
395,3
396,0
397,0
398,1
399,2
400,5
401,5
402,4
403,2
404,0
405,3
406,3
407,3
408,3
409,1
410,1
411,0
412,5
413,2
414,5
415,0
416,5
417,3
418,3
419,4
420,0
421,4
422,4
423,3
424,5
425,5
426,2
427,4
428,2
429,2
430,4
431,5
432,1
433,2
434,2
435,0
436,5
437,5
438,4
439,4
440,3
441,3
442,0
443,0
444,4
445,1
446,1
447,3
448,2
449,0
450,4
451,4
452,5
453,4
454,3
455,0
456,0
457,0
458,1
459,4
460,1
461,2
462,3
463,1
464,2
465,4
466,2
467,1
468,0
469,4
470,1
471,0
472,5
473,2
474,3
475,3
476,2
477,5
478,3
479,1
480,2
481,4
482,1
483,1
484,5
485,3
486,2
487,5
488,2
489,5
490,1
491,0
492,2
493,3
494,0
495,0
496,5
497,4
498,0
499,5
500,4
