id,ans
1,0
2,0
3,3
4,0
5,0
6,1
7,0
8,3
9,1
10,4
11,3
12,3
13,4
14,0
15,0
16,1
17,0
18,4
19,4
20,4
21,0
22,2
23,3
24,0
25,3
26,1
27,4
28,5
29,4
30,1
31,3
32,4
33,5
34,4
35,4
36,1
37,5
38,1
39,1
40,1
41,3
42,4
43,5
44,0
45,2
46,5
47,4
48,2
49,0
50,3
51,4
52,4
53,5
54,5
55,1
56,3
57,5
58,1
59,5
60,2
61,1
62,2
63,0
64,0
65,5
66,0
67,0
68,4
69,1
70,1
71,4
72,5
73,0
74,1
75,2
76,0
77,3
78,4
79,1
80,3
81,0
82,2
83,2
84,5
85,1
86,0
87,5
88,1
89,0
90,1
91,5
92,1
93,1
94,5
95,3
96,5
97,4
98,5
99,4
100,0
101,2
102,2
103,0
104,0
105,0
106,2
107,0
108,2
109,2
110,4
111,4
112,1
113,4
114,0
115,5
116,3
117,2
118,0
119,5
120,4
121,2
122,1
123,5
124,2
125,1
126,1
127,1
128,2
129,3
130,3
131,1
132,2
133,2
134,4
135,3
136,0
137,0
138,5
139,3
140,2
141,2
142,3
143,4
144,0
145,3
146,4
147,0
148,4
149,1
150,1
151,1
152,1
153,5
154,5
155,1
156,1
157,1
158,2
159,5
160,2
161,2
162,5
163,1
164,5
165,5
166,3
167,0
168,3
169,4
170,1
171,1
172,1
173,4
174,2
175,0
176,0
177,3
178,4
179,4
180,5
181,0
182,2
183,2
184,2
185,3
186,4
187,3
188,3
189,4
190,4
191,4
192,2
193,1
194,0
195,5
196,5
197,4
198,0
199,2
200,4
201,3
202,4
203,0
204,0
205,5
206,5
207,3
208,0
209,1
210,1
211,3
212,2
213,3
214,0
215,3
216,1
217,1
218,0
219,5
220,1
221,2
222,1
223,4
224,3
225,2
226,2
227,1
228,2
229,5
230,1
231,0
232,5
233,0
234,0
235,5
236,4
237,3
238,5
239,5
240,5
241,2
242,1
243,4
244,5
245,3
246,5
247,5
248,3
249,1
250,2
251,2
252,0
253,4
254,3
255,4
256,2
257,5
258,3
259,1
260,5
261,1
262,0
263,3
264,1
265,4
266,3
267,3
268,4
269,0
270,1
271,4
272,2
273,1
274,1
275,1
276,2
277,3
278,2
279,1
280,2
281,2
282,4
283,2
284,4
285,4
286,2
287,0
288,4
289,4
290,0
291,2
292,5
293,2
294,1
295,1
296,2
297,4
298,4
299,0
300,0
301,3
302,2
303,0
304,0
305,5
306,5
307,3
308,2
309,0
310,3
311,3
312,5
313,4
314,5
315,5
316,5
317,0
318,1
319,1
320,0
321,3
322,5
323,1
324,1
325,3
326,1
327,0
328,2
329,0
330,5
331,4
332,3
333,4
334,1
335,5
336,2
337,3
338,3
339,2
340,5
341,3
342,5
343,1
344,1
345,3
346,3
347,0
348,3
349,5
350,0
351,1
352,3
353,1
354,2
355,1
356,2
357,0
358,5
359,4
360,2
361,3
362,1
363,4
364,4
365,3
366,1
367,4
368,1
369,2
370,3
371,0
372,5
373,4
374,4
375,1
376,2
377,2
378,3
379,2
380,4
381,3
382,1
383,0
384,2
385,3
386,0
387,2
388,4
389,3
390,3
391,4
392,4
393,5
394,1
395,1
396,0
397,1
398,1
399,2
400,5
401,4
402,4
403,2
404,3
405,1
406,3
407,3
408,3
409,1
410,1
411,2
412,1
413,2
414,5
415,0
416,4
417,3
418,3
419,4
420,3
421,1
422,4
423,3
424,5
425,5
426,2
427,2
428,2
429,2
430,4
431,1
432,1
433,2
434,4
435,0
436,4
437,5
438,4
439,4
440,3
441,3
442,2
443,0
444,0
445,1
446,1
447,3
448,2
449,0
450,4
451,4
452,5
453,4
454,5
455,0
456,2
457,2
458,1
459,4
460,1
461,4
462,3
463,1
464,2
465,4
466,2
467,1
468,0
469,1
470,4
471,0
472,5
473,2
474,5
475,3
476,2
477,5
478,2
479,1
480,2
481,4
482,1
483,0
484,5
485,0
486,2
487,0
488,2
489,5
490,1
491,0
492,2
493,3
494,4
495,0
496,5
497,4
498,0
499,5
500,5
