id,ans
1,0
2,0
3,3
4,2
5,0
6,4
7,0
8,1
9,1
10,4
11,3
12,3
13,4
14,0
15,0
16,1
17,1
18,4
19,4
20,4
21,0
22,2
23,3
24,0
25,3
26,1
27,4
28,5
29,4
30,3
31,2
32,2
33,5
34,3
35,4
36,3
37,3
38,1
39,1
40,1
41,3
42,4
43,3
44,0
45,1
46,5
47,5
48,2
49,0
50,5
51,3
52,5
53,5
54,0
55,5
56,3
57,5
58,5
59,2
60,4
61,1
62,2
63,4
64,0
65,5
66,4
67,0
68,3
69,1
70,3
71,4
72,5
73,0
74,1
75,2
76,0
77,0
78,4
79,1
80,0
81,0
82,2
83,2
84,5
85,5
86,0
87,5
88,1
89,0
90,0
91,5
92,1
93,4
94,5
95,3
96,5
97,4
98,5
99,4
100,0
101,2
102,2
103,0
104,0
105,4
106,2
107,1
108,2
109,2
110,4
111,1
112,1
113,4
114,0
115,5
116,3
117,3
118,0
119,4
120,4
121,2
122,2
123,0
124,2
125,1
126,1
127,3
128,5
129,3
130,3
131,1
132,2
133,2
134,4
135,3
136,0
137,0
138,1
139,3
140,2
141,3
142,5
143,2
144,1
145,3
146,1
147,0
148,4
149,1
150,0
151,1
152,1
153,5
154,5
155,1
156,4
157,0
158,0
159,5
160,5
161,2
162,0
163,1
164,5
165,5
166,2
167,0
168,3
169,4
170,3
171,1
172,4
173,4
174,2
175,2
176,0
177,3
178,4
179,4
180,2
181,0
182,5
183,2
184,2
185,2
186,4
187,3
188,3
189,5
190,4
191,4
192,2
193,1
194,5
195,2
196,5
197,2
198,0
199,2
200,5
201,0
202,4
203,0
204,0
205,5
206,1
207,3
208,0
209,1
210,5
211,3
212,1
213,3
214,1
215,3
216,1
217,1
218,0
219,5
220,1
221,2
222,1
223,0
224,3
225,2
226,2
227,1
228,4
229,5
230,1
231,0
232,5
233,0
234,2
235,5
236,4
237,3
238,5
239,5
240,0
241,4
242,1
243,4
244,2
245,4
246,5
247,5
248,3
249,1
250,2
251,3
252,2
253,4
254,0
255,2
256,5
257,3
258,5
259,1
260,2
261,1
262,0
263,5
264,1
265,4
266,3
267,3
268,4
269,0
270,1
271,0
272,2
273,1
274,1
275,5
276,2
277,3
278,2
279,1
280,2
281,2
282,3
283,2
284,4
285,4
286,2
287,0
288,4
289,1
290,0
291,2
292,5
293,0
294,1
295,1
296,0
297,4
298,4
299,0
300,0
301,3
302,3
303,0
304,0
305,5
306,5
307,2
308,2
309,5
310,5
311,3
312,5
313,3
314,5
315,5
316,5
317,5
318,1
319,1
320,0
321,3
322,5
323,1
324,3
325,3
326,1
327,0
328,2
329,4
330,5
331,4
332,3
333,1
334,1
335,5
336,2
337,5
338,3
339,2
340,5
341,3
342,5
343,1
344,0
345,3
346,3
347,4
348,3
349,0
350,3
351,1
352,3
353,1
354,1
355,0
356,2
357,0
358,5
359,5
360,0
361,3
362,1
363,4
364,4
365,2
366,1
367,4
368,1
369,2
370,3
371,0
372,5
373,2
374,4
375,1
376,0
377,2
378,3
379,2
380,4
381,3
382,1
383,0
384,3
385,3
386,3
387,3
388,4
389,2
390,3
391,4
392,3
393,5
394,1
395,3
396,4
397,1
398,1
399,2
400,5
401,5
402,4
403,4
404,0
405,5
406,3
407,0
408,3
409,1
410,1
411,0
412,3
413,2
414,5
415,3
416,5
417,2
418,3
419,1
420,3
421,1
422,4
423,3
424,0
425,0
426,2
427,2
428,2
429,2
430,4
431,5
432,5
433,2
434,4
435,0
436,4
437,3
438,4
439,4
440,3
441,3
442,0
443,0
444,2
445,5
446,1
447,3
448,2
449,0
450,4
451,4
452,5
453,4
454,5
455,2
456,2
457,2
458,1
459,4
460,1
461,2
462,3
463,1
464,2
465,4
466,3
467,1
468,0
469,4
470,1
471,0
472,0
473,2
474,3
475,3
476,2
477,5
478,3
479,1
480,2
481,4
482,1
483,5
484,5
485,5
486,2
487,5
488,0
489,2
490,3
491,3
492,1
493,3
494,5
495,4
496,5
497,3
498,0
499,5
500,5
